,country_name,country_name_short,vote_share,seats,party_id,party_name,party_name_english,election_year,family_id,family_name,left_right,liberty_authority,eu_anti_pro
6383,Slovenia,SVN,,1.0,65,Madžarska narodna skupnost,Hungarian national community,2004,16,Special issue,,,
6384,Slovenia,SVN,,1.0,199,Italijanska narodna skupnost,Italian national community,2004,16,Special issue,,,
6385,Slovenia,SVN,2.08,0.0,1512,Stranka mladih Slovenije,Youth Party of Slovenia,2004,19,Green/Ecologist,4.2263,2.7009,7.1388
6386,Slovenia,SVN,3.97,0.0,380,Aktivna Slovenija,Active Slovenia,2004,6,Liberal,4.6,2.6,7.3333
6387,Slovenia,SVN,2.62,0.0,2019,Slovenija je naša,Slovenia is Ours,2004,16,Special issue,,,
6388,Slovenia,SVN,30.45,29.0,706,Združena lista – Socialni demokrati,United List -- Social Democrats,2008,11,Social democracy,3.0637,2.9642,8.1513
6389,Slovenia,SVN,29.26,28.0,179,Slovenska demokratska stranka,Slovenian Democratic Party,2008,11,Social democracy,6.9996,6.7947,8.804
6390,Slovenia,SVN,9.37,9.0,326,Zares,For Real,2008,11,Social democracy,3.3,3.5,8.1
6391,Slovenia,SVN,7.45,7.0,1587,Demokratična stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,2008,16,Special issue,3.2292,5.0708,7.0936
6392,Slovenia,SVN,5.4,5.0,981,Slovenska nacionalna stranka,Slovenian National Party,2008,28,to be coded,4.7941,6.0148,2.6754
6393,Slovenia,SVN,5.21,5.0,16,Slovenska ljudska stranka,Slovenian People's Party,2008,3,Christian democracy,6.6953,7.6299,6.8549
6394,Slovenia,SVN,5.21,5.0,1252,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,2008,6,Liberal,3.7351,2.5756,9.1901
6395,Slovenia,SVN,,1.0,65,Madžarska narodna skupnost,Hungarian national community,2008,16,Special issue,,,
6396,Slovenia,SVN,,1.0,199,Italijanska narodna skupnost,Italian national community,2008,16,Special issue,,,
6397,Slovenia,SVN,3.4,0.0,1047,Nova Slovenija – Krščanska ljudska stranka,New Slovenia -- Christian People's Party,2008,3,Christian democracy,7.9345,8.3998,8.4866
6398,Slovenia,SVN,1.81,0.0,1946,Stranka Lipa,Party Lime Tree,2008,40,Right-wing,8.8,8.5,2.3
6399,Slovenia,SVN,28.51,28.0,1987,Lista Zorana Jankovića – Pozitivna Slovenija,Zoran Jankovic's List -- Positive Slovenia,2011,11,Social democracy,3.3,3.5,8.1
6400,Slovenia,SVN,26.19,26.0,179,Slovenska demokratska stranka,Slovenian Democratic Party,2011,11,Social democracy,6.9996,6.7947,8.804
6401,Slovenia,SVN,10.52,10.0,706,Združena lista – Socialni demokrati,United List -- Social Democrats,2011,11,Social democracy,3.0637,2.9642,8.1513
6402,Slovenia,SVN,8.37,8.0,1988,Državljanska lista,Civic List,2011,6,Liberal,6.0,3.5,8.7
6403,Slovenia,SVN,6.97,6.0,1587,Demokratična stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,2011,16,Special issue,3.2292,5.0708,7.0936
6404,Slovenia,SVN,6.83,6.0,16,Slovenska ljudska stranka,Slovenian People's Party,2011,3,Christian democracy,6.6953,7.6299,6.8549
6405,Slovenia,SVN,4.88,4.0,1047,Nova Slovenija – Krščanska ljudska stranka,New Slovenia -- Christian People's Party,2011,3,Christian democracy,7.9345,8.3998,8.4866
6406,Slovenia,SVN,,1.0,199,Italijanska narodna skupnost,Italian national community,2011,16,Special issue,,,
6407,Slovenia,SVN,,1.0,65,Madžarska narodna skupnost,Hungarian national community,2011,16,Special issue,,,
6408,Slovenia,SVN,1.8,0.0,981,Slovenska nacionalna stranka,Slovenian National Party,2011,28,to be coded,4.7941,6.0148,2.6754
6409,Slovenia,SVN,1.48,0.0,1252,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,2011,6,Liberal,3.7351,2.5756,9.1901
6410,Slovenia,SVN,1.22,0.0,1989,Stranka za trajnostni razvoj Slovenije,Party for Sustainable Development of Slovenia,2011,11,Social democracy,3.3,3.5,8.1
6411,Slovenia,SVN,34.49,36.0,2333,Stranka Mira Cerarja,Party of Miro Cerar,2014,11,Social democracy,3.3,3.5,8.1
6412,Slovenia,SVN,20.71,21.0,179,Slovenska demokratska stranka,Slovenian Democratic Party,2014,11,Social democracy,6.9996,6.7947,8.804
6413,Slovenia,SVN,10.18,10.0,1587,Demokratična stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,2014,16,Special issue,3.2292,5.0708,7.0936
6414,Slovenia,SVN,5.98,6.0,706,Združena lista – Socialni demokrati,United List -- Social Democrats,2014,11,Social democracy,3.0637,2.9642,8.1513
6415,Slovenia,SVN,5.97,6.0,2334,Združena levica,United Left,2014,14,Communist/Socialist,1.3,3.0,3.3
6416,Slovenia,SVN,5.59,5.0,1047,Nova Slovenija – Krščanska ljudska stranka,New Slovenia -- Christian People's Party,2014,3,Christian democracy,7.9345,8.3998,8.4866
6417,Slovenia,SVN,4.38,4.0,2337,Zavezništvo Alenke Bratušek,Alliance of Alenka Bratusek,2014,11,Social democracy,3.3,3.5,8.1
6418,Slovenia,SVN,,1.0,199,Italijanska narodna skupnost,Italian national community,2014,16,Special issue,,,
6419,Slovenia,SVN,,1.0,65,Madžarska narodna skupnost,Hungarian national community,2014,16,Special issue,,,
6420,Slovenia,SVN,3.95,0.0,16,Slovenska ljudska stranka,Slovenian People's Party,2014,3,Christian democracy,6.6953,7.6299,6.8549
6421,Slovenia,SVN,2.97,0.0,1987,Lista Zorana Jankovića – Pozitivna Slovenija,Zoran Jankovic's List -- Positive Slovenia,2014,11,Social democracy,3.3,3.5,8.1
6422,Slovenia,SVN,2.2,0.0,981,Slovenska nacionalna stranka,Slovenian National Party,2014,28,to be coded,4.7941,6.0148,2.6754
6423,Slovenia,SVN,1.34,0.0,2338, Piratska stranka Slovenije,Slovenian Pirate Party,2014,16,Special issue,,,
6424,Slovenia,SVN,24.92,25.0,179,Slovenska demokratska stranka,Slovenian Democratic Party,2018,11,Social democracy,6.9996,6.7947,8.804
6425,Slovenia,SVN,12.6,13.0,2668,Lista Marjana Šarca,List of Marjan Sarec,2018,11,Social democracy,3.3,3.5,8.1
6426,Slovenia,SVN,9.93,10.0,706,Združena lista – Socialni demokrati,United List -- Social Democrats,2018,11,Social democracy,3.0637,2.9642,8.1513
6427,Slovenia,SVN,9.75,10.0,2333,Stranka Mira Cerarja,Party of Miro Cerar,2018,11,Social democracy,3.3,3.5,8.1
6428,Slovenia,SVN,9.33,9.0,2670,Levica,The Left,2018,14,Communist/Socialist,1.3,3.0,3.3
6429,Slovenia,SVN,7.16,7.0,1047,Nova Slovenija – Krščanska ljudska stranka,New Slovenia -- Christian People's Party,2018,3,Christian democracy,7.9345,8.3998,8.4866
6430,Slovenia,SVN,5.11,5.0,2337,Zavezništvo Alenke Bratušek,Alliance of Alenka Bratusek,2018,11,Social democracy,3.3,3.5,8.1
6431,Slovenia,SVN,4.93,5.0,1587,Demokratična stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,2018,16,Special issue,3.2292,5.0708,7.0936
6432,Slovenia,SVN,4.17,4.0,981,Slovenska nacionalna stranka,Slovenian National Party,2018,28,to be coded,4.7941,6.0148,2.6754
6433,Slovenia,SVN,2.62,0.0,16,Slovenska ljudska stranka,Slovenian People's Party,2018,3,Christian democracy,6.6953,7.6299,6.8549
6434,Slovenia,SVN,2.15,0.0,2338, Piratska stranka Slovenije,Slovenian Pirate Party,2018,16,Special issue,,,
6435,Slovenia,SVN,1.52,0.0,2669,Dobra Drzava,Good Country,2018,11,Social democracy,3.3,3.5,8.1
6436,Slovenia,SVN,1.09,0.0,1619,Zeleni Slovenije,Greens of Slovenia,2018,19,Green/Ecologist,2.5,1.8,6.5
2218,Spain,ESP,34.52,166.0,135,Unión de Centro Democrático,Union of the Democratic Centre,1977,6,Liberal,7.1,3.5,8.7
2219,Spain,ESP,29.39,118.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,1977,11,Social democracy,3.7377,3.0399,9.129
2220,Spain,ESP,9.35,19.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,1977,14,Communist/Socialist,2.0183,1.7351,5.2186
2221,Spain,ESP,8.23,16.0,645,Alianza-Partido Popular,People's Alliance-Party,1977,26,Conservative,7.5969,7.8127,7.7368
2222,Spain,ESP,2.82,11.0,894,Convergència i Unió,Convergence and Union,1977,26,Conservative,6.2564,6.1104,8.7309
2223,Spain,ESP,1.62,8.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,1977,3,Christian democracy,6.2144,6.5139,7.8556
2224,Spain,ESP,4.47,6.0,1790,Partido Socialista Popular,People's Socialist Party,1977,14,Communist/Socialist,4.2083,3.7083,9.1667
2225,Spain,ESP,0.95,2.0,62,Unió del Centre i la Democràcia Cristiana de Catalunya,Union of Centre and Christian Democracy of Catalonia,1977,3,Christian democracy,6.2,7.2,8.3
2226,Spain,ESP,0.2,1.0,1221,Partido Aragonés Regionalista,Aragonese Regionalist Party,1977,16,Special issue,7.1909,5.9583,8.75
2227,Spain,ESP,0.16,1.0,1377,others,others,1977,12,no family,,,
2228,Spain,ESP,0.34,1.0,1026,Euzkadiko Ezkerra,Basque Left,1977,14,Communist/Socialist,2.4,3.0,7.2167
2229,Spain,ESP,0.79,1.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,1977,16,Special issue,3.1072,2.7325,7.0389
2230,Spain,ESP,1.18,0.0,2084,Coalición Electoral Equipo de la Democracia Cristiana,Electoral Coalition of Christian Democratic Team,1977,3,Christian democracy,6.2,7.2,8.3
2231,Spain,ESP,34.95,168.0,135,Unión de Centro Democrático,Union of the Democratic Centre,1979,6,Liberal,7.1,3.5,8.7
2232,Spain,ESP,30.5,121.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,1979,11,Social democracy,3.7377,3.0399,9.129
2233,Spain,ESP,10.81,23.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,1979,14,Communist/Socialist,2.0183,1.7351,5.2186
2234,Spain,ESP,5.91,9.0,645,Alianza-Partido Popular,People's Alliance-Party,1979,26,Conservative,7.5969,7.8127,7.7368
2235,Spain,ESP,2.7,8.0,894,Convergència i Unió,Convergence and Union,1979,26,Conservative,6.2564,6.1104,8.7309
2236,Spain,ESP,1.65,7.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,1979,3,Christian democracy,6.2144,6.5139,7.8556
2237,Spain,ESP,1.82,5.0,370,Partidu Andalucista,Andalusian Party,1979,11,Social democracy,4.85,4.43,8.725
2238,Spain,ESP,0.96,3.0,1317,Herri Batasuna,United People,1979,16,Special issue,0.5909,4.3889,3.25
2239,Spain,ESP,,2.0,2294,one seat,one seat,1979,12,no family,,,
2240,Spain,ESP,0.21,1.0,1221,Partido Aragonés Regionalista,Aragonese Regionalist Party,1979,16,Special issue,7.1909,5.9583,8.75
2241,Spain,ESP,0.48,1.0,1026,Euzkadiko Ezkerra,Basque Left,1979,14,Communist/Socialist,2.4,3.0,7.2167
2242,Spain,ESP,2.11,1.0,1407,Unión Nacional,National Union,1979,40,Right-wing,9.8,8.5,2.3
2243,Spain,ESP,0.69,1.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,1979,16,Special issue,3.1072,2.7325,7.0389
2244,Spain,ESP,1.08,0.0,2227,Partido del Trabajo de España,Party of Labour of Spain,1979,14,Communist/Socialist,1.3,3.0,3.3
2245,Spain,ESP,48.34,202.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,1982,11,Social democracy,3.7377,3.0399,9.129
2246,Spain,ESP,26.48,107.0,645,Alianza-Partido Popular,People's Alliance-Party,1982,26,Conservative,7.5969,7.8127,7.7368
2247,Spain,ESP,3.69,12.0,894,Convergència i Unió,Convergence and Union,1982,26,Conservative,6.2564,6.1104,8.7309
2248,Spain,ESP,6.8,11.0,135,Unión de Centro Democrático,Union of the Democratic Centre,1982,6,Liberal,7.1,3.5,8.7
2249,Spain,ESP,1.89,8.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,1982,3,Christian democracy,6.2144,6.5139,7.8556
2250,Spain,ESP,4.04,4.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,1982,14,Communist/Socialist,2.0183,1.7351,5.2186
2251,Spain,ESP,2.88,2.0,637,Centró Democrático y Social,Democratic and Social Centre,1982,3,Christian democracy,6.2,7.2,9.7167
2252,Spain,ESP,1.01,2.0,1317,Herri Batasuna,United People,1982,16,Special issue,0.5909,4.3889,3.25
2253,Spain,ESP,0.66,1.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,1982,16,Special issue,3.1072,2.7325,7.0389
2254,Spain,ESP,0.48,1.0,1026,Euzkadiko Ezkerra,Basque Left,1982,14,Communist/Socialist,2.4,3.0,7.2167
2255,Spain,ESP,44.33,184.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,1986,11,Social democracy,3.7377,3.0399,9.129
2256,Spain,ESP,26.13,105.0,645,Alianza-Partido Popular,People's Alliance-Party,1986,26,Conservative,7.5969,7.8127,7.7368
2257,Spain,ESP,9.27,19.0,637,Centró Democrático y Social,Democratic and Social Centre,1986,3,Christian democracy,6.2,7.2,9.7167
2258,Spain,ESP,5.05,18.0,894,Convergència i Unió,Convergence and Union,1986,26,Conservative,6.2564,6.1104,8.7309
2259,Spain,ESP,4.66,7.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,1986,14,Communist/Socialist,2.0183,1.7351,5.2186
2260,Spain,ESP,1.54,6.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,1986,3,Christian democracy,6.2144,6.5139,7.8556
2261,Spain,ESP,1.15,5.0,1317,Herri Batasuna,United People,1986,16,Special issue,0.5909,4.3889,3.25
2262,Spain,ESP,0.53,2.0,1026,Euzkadiko Ezkerra,Basque Left,1986,14,Communist/Socialist,2.4,3.0,7.2167
2263,Spain,ESP,0.32,1.0,443,Union Valenciana,Valencian Union,1986,16,Special issue,6.0417,5.875,8.8769
2264,Spain,ESP,0.36,1.0,1221,Partido Aragonés Regionalista,Aragonese Regionalist Party,1986,16,Special issue,7.1909,5.9583,8.75
2265,Spain,ESP,0.4,1.0,2294,one seat,one seat,1986,12,no family,,,
2266,Spain,ESP,0.33,1.0,411,Agrupacion Independientes de Canarias,Canary Islands Group,1986,16,Special issue,,,
2267,Spain,ESP,1.14,0.0,2028,Partido de los Trabajadores de España-Unidad Comunista,Workers' Party of Spain -- Communist Unity,1986,14,Communist/Socialist,1.3,3.0,3.3
2268,Spain,ESP,39.88,175.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,1989,11,Social democracy,3.7377,3.0399,9.129
2269,Spain,ESP,25.97,107.0,645,Alianza-Partido Popular,People's Alliance-Party,1989,26,Conservative,7.5969,7.8127,7.7368
2270,Spain,ESP,5.07,18.0,894,Convergència i Unió,Convergence and Union,1989,26,Conservative,6.2564,6.1104,8.7309
2271,Spain,ESP,9.13,17.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,1989,14,Communist/Socialist,2.0183,1.7351,5.2186
2272,Spain,ESP,7.95,14.0,637,Centró Democrático y Social,Democratic and Social Centre,1989,3,Christian democracy,6.2,7.2,9.7167
2273,Spain,ESP,1.25,5.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,1989,3,Christian democracy,6.2144,6.5139,7.8556
2274,Spain,ESP,1.07,4.0,1317,Herri Batasuna,United People,1989,16,Special issue,0.5909,4.3889,3.25
2275,Spain,ESP,1.05,2.0,370,Partidu Andalucista,Andalusian Party,1989,11,Social democracy,4.85,4.43,8.725
2276,Spain,ESP,0.71,2.0,443,Union Valenciana,Valencian Union,1989,16,Special issue,6.0417,5.875,8.8769
2277,Spain,ESP,0.52,2.0,1026,Euzkadiko Ezkerra,Basque Left,1989,14,Communist/Socialist,2.4,3.0,7.2167
2278,Spain,ESP,0.67,2.0,845,Eusko Alkartasuna,Basque Solidarity,1989,16,Special issue,4.3115,4.555,7.4841
2279,Spain,ESP,0.32,1.0,411,Agrupacion Independientes de Canarias,Canary Islands Group,1989,16,Special issue,,,
2280,Spain,ESP,0.35,1.0,1221,Partido Aragonés Regionalista,Aragonese Regionalist Party,1989,16,Special issue,7.1909,5.9583,8.75
2281,Spain,ESP,1.08,0.0,73,Agrupación Ruiz-Mateos,Ruiz-Mateos List,1989,16,Special issue,,,
2282,Spain,ESP,39.1,159.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,1993,11,Social democracy,3.7377,3.0399,9.129
2283,Spain,ESP,35.04,141.0,645,Alianza-Partido Popular,People's Alliance-Party,1993,26,Conservative,7.5969,7.8127,7.7368
2284,Spain,ESP,9.63,18.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,1993,14,Communist/Socialist,2.0183,1.7351,5.2186
2285,Spain,ESP,4.98,17.0,894,Convergència i Unió,Convergence and Union,1993,26,Conservative,6.2564,6.1104,8.7309
2286,Spain,ESP,1.25,5.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,1993,3,Christian democracy,6.2144,6.5139,7.8556
2287,Spain,ESP,0.88,4.0,234,Coalición Canaria,Canary Coalition,1993,16,Special issue,5.9789,5.7694,8.0278
2288,Spain,ESP,0.88,2.0,1317,Herri Batasuna,United People,1993,16,Special issue,0.5909,4.3889,3.25
2289,Spain,ESP,0.81,1.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,1993,16,Special issue,3.1072,2.7325,7.0389
2290,Spain,ESP,0.62,1.0,1221,Partido Aragonés Regionalista,Aragonese Regionalist Party,1993,16,Special issue,7.1909,5.9583,8.75
2291,Spain,ESP,0.55,1.0,845,Eusko Alkartasuna,Basque Solidarity,1993,16,Special issue,4.3115,4.555,7.4841
2292,Spain,ESP,0.48,1.0,443,Union Valenciana,Valencian Union,1993,16,Special issue,6.0417,5.875,8.8769
2293,Spain,ESP,1.77,0.0,637,Centró Democrático y Social,Democratic and Social Centre,1993,3,Christian democracy,6.2,7.2,9.7167
2294,Spain,ESP,39.17,156.0,645,Alianza-Partido Popular,People's Alliance-Party,1996,26,Conservative,7.5969,7.8127,7.7368
2295,Spain,ESP,38.0,141.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,1996,11,Social democracy,3.7377,3.0399,9.129
2296,Spain,ESP,10.64,21.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,1996,14,Communist/Socialist,2.0183,1.7351,5.2186
2297,Spain,ESP,4.64,16.0,894,Convergència i Unió,Convergence and Union,1996,26,Conservative,6.2564,6.1104,8.7309
2298,Spain,ESP,1.29,5.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,1996,3,Christian democracy,6.2144,6.5139,7.8556
2299,Spain,ESP,0.89,4.0,234,Coalición Canaria,Canary Coalition,1996,16,Special issue,5.9789,5.7694,8.0278
2300,Spain,ESP,0.89,2.0,520,Bloque Nacionalista Galego,Galician Nationalist Block,1996,16,Special issue,2.9117,2.9378,6.6096
2301,Spain,ESP,0.73,2.0,1317,Herri Batasuna,United People,1996,16,Special issue,0.5909,4.3889,3.25
2302,Spain,ESP,0.47,1.0,845,Eusko Alkartasuna,Basque Solidarity,1996,16,Special issue,4.3115,4.555,7.4841
2303,Spain,ESP,0.37,1.0,443,Union Valenciana,Valencian Union,1996,16,Special issue,6.0417,5.875,8.8769
2304,Spain,ESP,0.68,1.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,1996,16,Special issue,3.1072,2.7325,7.0389
2305,Spain,ESP,45.24,183.0,645,Alianza-Partido Popular,People's Alliance-Party,2000,26,Conservative,7.5969,7.8127,7.7368
2306,Spain,ESP,34.71,125.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,2000,11,Social democracy,3.7377,3.0399,9.129
2307,Spain,ESP,4.25,15.0,894,Convergència i Unió,Convergence and Union,2000,26,Conservative,6.2564,6.1104,8.7309
2308,Spain,ESP,5.54,8.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,2000,14,Communist/Socialist,2.0183,1.7351,5.2186
2309,Spain,ESP,1.55,7.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,2000,3,Christian democracy,6.2144,6.5139,7.8556
2310,Spain,ESP,1.09,4.0,234,Coalición Canaria,Canary Coalition,2000,16,Special issue,5.9789,5.7694,8.0278
2311,Spain,ESP,1.34,3.0,520,Bloque Nacionalista Galego,Galician Nationalist Block,2000,16,Special issue,2.9117,2.9378,6.6096
2312,Spain,ESP,0.52,1.0,2294,one seat,one seat,2000,12,no family,,,
2313,Spain,ESP,0.33,1.0,1367,Chunta Aragonesista,Aragonese Council,2000,16,Special issue,2.75,1.88,6.6667
2314,Spain,ESP,0.85,1.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,2000,16,Special issue,3.1072,2.7325,7.0389
2315,Spain,ESP,0.9,1.0,370,Partidu Andalucista,Andalusian Party,2000,11,Social democracy,4.85,4.43,8.725
2316,Spain,ESP,0.44,1.0,845,Eusko Alkartasuna,Basque Solidarity,2000,16,Special issue,4.3115,4.555,7.4841
2317,Spain,ESP,43.27,164.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,2004,11,Social democracy,3.7377,3.0399,9.129
2318,Spain,ESP,38.31,148.0,645,Alianza-Partido Popular,People's Alliance-Party,2004,26,Conservative,7.5969,7.8127,7.7368
2319,Spain,ESP,3.28,10.0,894,Convergència i Unió,Convergence and Union,2004,26,Conservative,6.2564,6.1104,8.7309
2320,Spain,ESP,2.56,8.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,2004,16,Special issue,3.1072,2.7325,7.0389
2321,Spain,ESP,1.65,7.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,2004,3,Christian democracy,6.2144,6.5139,7.8556
2322,Spain,ESP,5.04,5.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,2004,14,Communist/Socialist,2.0183,1.7351,5.2186
2323,Spain,ESP,0.92,3.0,234,Coalición Canaria,Canary Coalition,2004,16,Special issue,5.9789,5.7694,8.0278
2324,Spain,ESP,0.82,2.0,520,Bloque Nacionalista Galego,Galician Nationalist Block,2004,16,Special issue,2.9117,2.9378,6.6096
2325,Spain,ESP,0.32,1.0,845,Eusko Alkartasuna,Basque Solidarity,2004,16,Special issue,4.3115,4.555,7.4841
2326,Spain,ESP,0.37,1.0,1367,Chunta Aragonesista,Aragonese Council,2004,16,Special issue,2.75,1.88,6.6667
2327,Spain,ESP,0.24,1.0,385,Bai,Yes,2004,16,Special issue,,,
2328,Spain,ESP,0.71,0.0,370,Partidu Andalucista,Andalusian Party,2004,11,Social democracy,4.85,4.43,8.725
2329,Spain,ESP,44.36,169.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,2008,11,Social democracy,3.7377,3.0399,9.129
2330,Spain,ESP,40.1,154.0,645,Alianza-Partido Popular,People's Alliance-Party,2008,26,Conservative,7.5969,7.8127,7.7368
2331,Spain,ESP,3.06,10.0,894,Convergència i Unió,Convergence and Union,2008,26,Conservative,6.2564,6.1104,8.7309
2332,Spain,ESP,1.2,6.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,2008,3,Christian democracy,6.2144,6.5139,7.8556
2333,Spain,ESP,1.17,3.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,2008,16,Special issue,3.1072,2.7325,7.0389
2334,Spain,ESP,0.84,2.0,520,Bloque Nacionalista Galego,Galician Nationalist Block,2008,16,Special issue,2.9117,2.9378,6.6096
2335,Spain,ESP,3.81,2.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,2008,14,Communist/Socialist,2.0183,1.7351,5.2186
2336,Spain,ESP,0.69,2.0,234,Coalición Canaria,Canary Coalition,2008,16,Special issue,5.9789,5.7694,8.0278
2337,Spain,ESP,0.25,1.0,385,Bai,Yes,2008,16,Special issue,,,
2338,Spain,ESP,1.2,1.0,551,Unión Progreso y Democracia,"Union, Progress and Democracy",2008,6,Liberal,6.0,3.5,8.7
2340,Spain,ESP,41.9,186.0,645,Alianza-Partido Popular,People's Alliance-Party,2011,26,Conservative,7.5969,7.8127,7.7368
2341,Spain,ESP,25.32,110.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,2011,11,Social democracy,3.7377,3.0399,9.129
2342,Spain,ESP,4.23,16.0,894,Convergència i Unió,Convergence and Union,2011,26,Conservative,6.2564,6.1104,8.7309
2343,Spain,ESP,7.02,11.0,118,Partido Communista | Izquierda Unida,Communist Party | United Left,2011,14,Communist/Socialist,2.0183,1.7351,5.2186
2344,Spain,ESP,1.39,7.0,845,Eusko Alkartasuna,Basque Solidarity,2011,16,Special issue,4.3115,4.555,7.4841
2345,Spain,ESP,4.76,5.0,551,Unión Progreso y Democracia,"Union, Progress and Democracy",2011,6,Liberal,6.0,3.5,8.7
2346,Spain,ESP,1.35,5.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,2011,3,Christian democracy,6.2144,6.5139,7.8556
2347,Spain,ESP,1.07,3.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,2011,16,Special issue,3.1072,2.7325,7.0389
2348,Spain,ESP,0.77,2.0,520,Bloque Nacionalista Galego,Galician Nationalist Block,2011,16,Special issue,2.9117,2.9378,6.6096
2349,Spain,ESP,0.6,2.0,234,Coalición Canaria,Canary Coalition,2011,16,Special issue,5.9789,5.7694,8.0278
2350,Spain,ESP,,2.0,2294,one seat,one seat,2011,12,no family,,,
2351,Spain,ESP,0.18,1.0,385,Bai,Yes,2011,16,Special issue,,,
2353,Spain,ESP,3.84,,1974,Partit dels Socialistes de Catalunya,Socialists' Party of Catalonia,2011,11,Social democracy,3.3,3.5,8.1
2354,Spain,ESP,1.41,,1221,Partido Aragonés Regionalista,Aragonese Regionalist Party,2011,16,Special issue,7.1909,5.9583,8.75
2355,Spain,ESP,1.41,,1976,Extremadura Unida,United Extremadura,2011,16,Special issue,,,
2356,Spain,ESP,28.72,123.0,645,Alianza-Partido Popular,People's Alliance-Party,2015,26,Conservative,7.5969,7.8127,7.7368
2357,Spain,ESP,22.01,90.0,902,Partido Socialista Obrero Español,Spanish Socialist Workers Party,2015,11,Social democracy,3.7377,3.0399,9.129
2358,Spain,ESP,12.67,42.0,2376,Podemos,We Can,2015,14,Communist/Socialist,1.3,3.0,3.3
2359,Spain,ESP,13.93,40.0,2375,Ciudadanos – Partido de la Ciudadanía,Citizens -- Party of the Citizenry,2015,6,Liberal,6.0,3.5,8.7
2360,Spain,ESP,3.69,12.0,2606,En Comú Podem,In Common We Can,2015,14,Communist/Socialist,1.3,3.0,3.3
2361,Spain,ESP,2.39,9.0,757,Esquerra Republicana de Catalunya,Republican Left of Catalonia,2015,16,Special issue,3.1072,2.7325,7.0389
2362,Spain,ESP,2.67,9.0,2607,Compromís | A la valenciana,Compromise | A la valenciana,2015,14,Communist/Socialist,1.3,3.0,3.3
2363,Spain,ESP,2.25,8.0,2605,Convergència Democràtica de Catalunya,Democratic Convergence of Catalonia,2015,26,Conservative,7.4,7.0,7.9
2364,Spain,ESP,1.2,6.0,1361,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,2015,3,Christian democracy,6.2144,6.5139,7.8556
2365,Spain,ESP,1.63,6.0,2604,En Marea,In Tide,2015,14,Communist/Socialist,1.3,3.0,3.3
